"cell_id","forecaster","erule","asset","alpha","n","esr_p","esback_version"
"timesfm_2_5.e2.eth.a01","timesfm_2_5","e2","eth",0.01,2647,0.641637077724781,"0.3.1"
"timesfm_2_5.e3.eth.a01","timesfm_2_5","e3","eth",0.01,2647,0.602599013694621,"0.3.1"
"moirai_2_0.e1.eth.a01","moirai_2_0","e1","eth",0.01,2647,0.000192884976953023,"0.3.1"
"moirai_2_0.e2.eth.a01","moirai_2_0","e2","eth",0.01,2647,0.00705928870149009,"0.3.1"
"moirai_2_0.e3.eth.a01","moirai_2_0","e3","eth",0.01,2647,0.412340359352623,"0.3.1"
"lag_llama.e1.eth.a01","lag_llama","e1","eth",0.01,2647,2.39177957386261e-05,"0.3.1"
"lag_llama.e2.eth.a01","lag_llama","e2","eth",0.01,2647,0.0913259489806172,"0.3.1"
"lag_llama.e3.eth.a01","lag_llama","e3","eth",0.01,2647,0.104256980531443,"0.3.1"
"garch_t.param.eth.a01","garch_t","param","eth",0.01,2159,0.272057449274713,"0.3.1"
"gjr_t.param.eth.a01","gjr_t","param","eth",0.01,2159,0.174907352490957,"0.3.1"
"ewma94.param.eth.a01","ewma94","param","eth",0.01,2159,4.49553438974792e-06,"0.3.1"
"hs250.param.eth.a01","hs250","param","eth",0.01,2159,0.0104228875848393,"0.3.1"
"hs500.param.eth.a01","hs500","param","eth",0.01,2159,0.0979407613189248,"0.3.1"
"fhs.param.eth.a01","fhs","param","eth",0.01,2159,0.126832343566786,"0.3.1"
"chronos_bolt.e1.eth.a025","chronos_bolt","e1","eth",0.025,2647,1.88695170599829e-10,"0.3.1"
"chronos_bolt.e2.eth.a025","chronos_bolt","e2","eth",0.025,2647,0.895154651119659,"0.3.1"
"chronos_bolt.e3.eth.a025","chronos_bolt","e3","eth",0.025,2647,0.0411701434930822,"0.3.1"
"chronos_2.e1.eth.a025","chronos_2","e1","eth",0.025,2647,1.52141410580953e-10,"0.3.1"
"chronos_2.e2.eth.a025","chronos_2","e2","eth",0.025,2647,0.331491083758644,"0.3.1"
"chronos_2.e3.eth.a025","chronos_2","e3","eth",0.025,2647,0.300924112321859,"0.3.1"
"timesfm_2_5.e1.eth.a025","timesfm_2_5","e1","eth",0.025,2647,1.3231457252072e-07,"0.3.1"
"timesfm_2_5.e2.eth.a025","timesfm_2_5","e2","eth",0.025,2647,0.640354135732825,"0.3.1"
"timesfm_2_5.e3.eth.a025","timesfm_2_5","e3","eth",0.025,2647,0.382141237310971,"0.3.1"
"moirai_2_0.e1.eth.a025","moirai_2_0","e1","eth",0.025,2647,1.10332787683909e-07,"0.3.1"
"moirai_2_0.e2.eth.a025","moirai_2_0","e2","eth",0.025,2647,0.00363167628944605,"0.3.1"
"moirai_2_0.e3.eth.a025","moirai_2_0","e3","eth",0.025,2647,0.367177648562949,"0.3.1"
"lag_llama.e1.eth.a025","lag_llama","e1","eth",0.025,2647,2.19566587134068e-10,"0.3.1"
"lag_llama.e2.eth.a025","lag_llama","e2","eth",0.025,2647,0.0731423735651612,"0.3.1"
"lag_llama.e3.eth.a025","lag_llama","e3","eth",0.025,2647,0.00310002873660098,"0.3.1"
"garch_t.param.eth.a025","garch_t","param","eth",0.025,2159,0.328140413561017,"0.3.1"
"gjr_t.param.eth.a025","gjr_t","param","eth",0.025,2159,0.308546717107313,"0.3.1"
"ewma94.param.eth.a025","ewma94","param","eth",0.025,2159,1.04894197735517e-05,"0.3.1"
"hs250.param.eth.a025","hs250","param","eth",0.025,2159,0.0269773714324389,"0.3.1"
"hs500.param.eth.a025","hs500","param","eth",0.025,2159,0.266343461307577,"0.3.1"
"fhs.param.eth.a025","fhs","param","eth",0.025,2159,0.149006930023122,"0.3.1"
"chronos_bolt.e1.eth.a05","chronos_bolt","e1","eth",0.05,2647,6.21724893790088e-15,"0.3.1"
"chronos_bolt.e2.eth.a05","chronos_bolt","e2","eth",0.05,2647,0.547554153302785,"0.3.1"
"chronos_bolt.e3.eth.a05","chronos_bolt","e3","eth",0.05,2647,0.0107803001972978,"0.3.1"
"chronos_2.e1.eth.a05","chronos_2","e1","eth",0.05,2647,1.11022302462516e-16,"0.3.1"
"chronos_2.e2.eth.a05","chronos_2","e2","eth",0.05,2647,0.0281522944088498,"0.3.1"
"chronos_2.e3.eth.a05","chronos_2","e3","eth",0.05,2647,0.0144832895844702,"0.3.1"
"timesfm_2_5.e1.eth.a05","timesfm_2_5","e1","eth",0.05,2647,1.19525833675027e-10,"0.3.1"
"timesfm_2_5.e2.eth.a05","timesfm_2_5","e2","eth",0.05,2647,0.726537012066454,"0.3.1"
"timesfm_2_5.e3.eth.a05","timesfm_2_5","e3","eth",0.05,2647,0.483289524290267,"0.3.1"
"moirai_2_0.e1.eth.a05","moirai_2_0","e1","eth",0.05,2647,6.05175143331138e-09,"0.3.1"
"moirai_2_0.e2.eth.a05","moirai_2_0","e2","eth",0.05,2647,0.00261503737711211,"0.3.1"
"moirai_2_0.e3.eth.a05","moirai_2_0","e3","eth",0.05,2647,0.29793513385281,"0.3.1"
"lag_llama.e1.eth.a05","lag_llama","e1","eth",0.05,2647,6.29496454962464e-14,"0.3.1"
"lag_llama.e2.eth.a05","lag_llama","e2","eth",0.05,2647,0.000889120570798596,"0.3.1"
"lag_llama.e3.eth.a05","lag_llama","e3","eth",0.05,2647,7.75276254624258e-05,"0.3.1"
"garch_t.param.eth.a05","garch_t","param","eth",0.05,2159,0.796625721178281,"0.3.1"
"gjr_t.param.eth.a05","gjr_t","param","eth",0.05,2159,0.842983420521394,"0.3.1"
"ewma94.param.eth.a05","ewma94","param","eth",0.05,2159,0.000114496975310519,"0.3.1"
"hs250.param.eth.a05","hs250","param","eth",0.05,2159,0.0233557995280805,"0.3.1"
"hs500.param.eth.a05","hs500","param","eth",0.05,2159,0.179111397821307,"0.3.1"
"fhs.param.eth.a05","fhs","param","eth",0.05,2159,0.0302387811859127,"0.3.1"
"chronos_bolt.e1.ftse.a01","chronos_bolt","e1","ftse",0.01,2652,2.13962260131595e-08,"0.3.1"
"chronos_bolt.e2.ftse.a01","chronos_bolt","e2","ftse",0.01,2652,0.0819797363448562,"0.3.1"
"chronos_bolt.e3.ftse.a01","chronos_bolt","e3","ftse",0.01,2652,0.0196700785447224,"0.3.1"
"chronos_2.e1.ftse.a01","chronos_2","e1","ftse",0.01,2652,2.56908561091507e-09,"0.3.1"
"chronos_2.e2.ftse.a01","chronos_2","e2","ftse",0.01,2652,0.297086058472128,"0.3.1"
"chronos_2.e3.ftse.a01","chronos_2","e3","ftse",0.01,2652,0.136206045835189,"0.3.1"
"timesfm_2_5.e1.ftse.a01","timesfm_2_5","e1","ftse",0.01,2652,0.000259183580483824,"0.3.1"
"timesfm_2_5.e2.ftse.a01","timesfm_2_5","e2","ftse",0.01,2652,0.0947758900209367,"0.3.1"
"timesfm_2_5.e3.ftse.a01","timesfm_2_5","e3","ftse",0.01,2652,0.225608336563107,"0.3.1"
"moirai_2_0.e1.ftse.a01","moirai_2_0","e1","ftse",0.01,2652,0.000346042793474832,"0.3.1"
"moirai_2_0.e2.ftse.a01","moirai_2_0","e2","ftse",0.01,2652,0.0746051748747635,"0.3.1"
"moirai_2_0.e3.ftse.a01","moirai_2_0","e3","ftse",0.01,2652,0.366314517661961,"0.3.1"
"lag_llama.e1.ftse.a01","lag_llama","e1","ftse",0.01,2652,2.32271939126782e-07,"0.3.1"
"lag_llama.e2.ftse.a01","lag_llama","e2","ftse",0.01,2652,0.0129982485526464,"0.3.1"
"lag_llama.e3.ftse.a01","lag_llama","e3","ftse",0.01,2652,0.0520720752947448,"0.3.1"
"garch_t.param.ftse.a01","garch_t","param","ftse",0.01,2652,0.359362186131104,"0.3.1"
"gjr_t.param.ftse.a01","gjr_t","param","ftse",0.01,2652,0.191641805735149,"0.3.1"
"ewma94.param.ftse.a01","ewma94","param","ftse",0.01,2652,8.52399018268502e-05,"0.3.1"
"hs250.param.ftse.a01","hs250","param","ftse",0.01,2652,0.0355389172617145,"0.3.1"
"hs500.param.ftse.a01","hs500","param","ftse",0.01,2652,0.0611630545867856,"0.3.1"
"fhs.param.ftse.a01","fhs","param","ftse",0.01,2652,0.845671207779518,"0.3.1"
"chronos_bolt.e1.ftse.a025","chronos_bolt","e1","ftse",0.025,2652,9.62130375370407e-12,"0.3.1"
"chronos_bolt.e2.ftse.a025","chronos_bolt","e2","ftse",0.025,2652,0.0262377591011419,"0.3.1"
"chronos_bolt.e3.ftse.a025","chronos_bolt","e3","ftse",0.025,2652,0.00700139220842433,"0.3.1"
"chronos_2.e1.ftse.a025","chronos_2","e1","ftse",0.025,2652,1.111433167722e-11,"0.3.1"
"chronos_2.e2.ftse.a025","chronos_2","e2","ftse",0.025,2652,0.0394547931936261,"0.3.1"
"chronos_2.e3.ftse.a025","chronos_2","e3","ftse",0.025,2652,0.00931452014826795,"0.3.1"
"timesfm_2_5.e1.ftse.a025","timesfm_2_5","e1","ftse",0.025,2652,1.07505326862878e-09,"0.3.1"
"timesfm_2_5.e2.ftse.a025","timesfm_2_5","e2","ftse",0.025,2652,0.210616533750635,"0.3.1"
"timesfm_2_5.e3.ftse.a025","timesfm_2_5","e3","ftse",0.025,2652,0.229592517491711,"0.3.1"
"moirai_2_0.e1.ftse.a025","moirai_2_0","e1","ftse",0.025,2652,2.19949513713402e-07,"0.3.1"
"moirai_2_0.e2.ftse.a025","moirai_2_0","e2","ftse",0.025,2652,0.15606905692556,"0.3.1"
"moirai_2_0.e3.ftse.a025","moirai_2_0","e3","ftse",0.025,2652,0.208497764477544,"0.3.1"
"lag_llama.e1.ftse.a025","lag_llama","e1","ftse",0.025,2652,1.68373093245577e-11,"0.3.1"
"lag_llama.e2.ftse.a025","lag_llama","e2","ftse",0.025,2652,0.0060144970218392,"0.3.1"
"lag_llama.e3.ftse.a025","lag_llama","e3","ftse",0.025,2652,0.011677838251414,"0.3.1"
"garch_t.param.ftse.a025","garch_t","param","ftse",0.025,2652,0.176924249825862,"0.3.1"
"gjr_t.param.ftse.a025","gjr_t","param","ftse",0.025,2652,0.20453069938861,"0.3.1"
"ewma94.param.ftse.a025","ewma94","param","ftse",0.025,2652,7.87550473835275e-06,"0.3.1"
"hs250.param.ftse.a025","hs250","param","ftse",0.025,2652,0.0652192110056141,"0.3.1"
"hs500.param.ftse.a025","hs500","param","ftse",0.025,2652,0.0743624998325263,"0.3.1"
"fhs.param.ftse.a025","fhs","param","ftse",0.025,2652,0.629140533910178,"0.3.1"
"chronos_bolt.e1.ftse.a05","chronos_bolt","e1","ftse",0.05,2652,7.66053886991358e-15,"0.3.1"
"chronos_bolt.e2.ftse.a05","chronos_bolt","e2","ftse",0.05,2652,0.0060574976954586,"0.3.1"
"chronos_bolt.e3.ftse.a05","chronos_bolt","e3","ftse",0.05,2652,0.00213805177951276,"0.3.1"
"chronos_2.e1.ftse.a05","chronos_2","e1","ftse",0.05,2652,2.42028619368284e-14,"0.3.1"
"chronos_2.e2.ftse.a05","chronos_2","e2","ftse",0.05,2652,0.00993873573023862,"0.3.1"
"chronos_2.e3.ftse.a05","chronos_2","e3","ftse",0.05,2652,0.142942614394312,"0.3.1"
"timesfm_2_5.e1.ftse.a05","timesfm_2_5","e1","ftse",0.05,2652,8.89510687329675e-12,"0.3.1"
"timesfm_2_5.e2.ftse.a05","timesfm_2_5","e2","ftse",0.05,2652,0.355997203941912,"0.3.1"
"timesfm_2_5.e3.ftse.a05","timesfm_2_5","e3","ftse",0.05,2652,0.284276653940543,"0.3.1"
"moirai_2_0.e1.ftse.a05","moirai_2_0","e1","ftse",0.05,2652,5.35134581092223e-09,"0.3.1"
"moirai_2_0.e2.ftse.a05","moirai_2_0","e2","ftse",0.05,2652,0.180395904199479,"0.3.1"
"moirai_2_0.e3.ftse.a05","moirai_2_0","e3","ftse",0.05,2652,0.294321745503032,"0.3.1"
"lag_llama.e1.ftse.a05","lag_llama","e1","ftse",0.05,2652,1.56541446472147e-14,"0.3.1"
"lag_llama.e2.ftse.a05","lag_llama","e2","ftse",0.05,2652,0.00160751162642025,"0.3.1"
"lag_llama.e3.ftse.a05","lag_llama","e3","ftse",0.05,2652,0.000420225632062676,"0.3.1"
"garch_t.param.ftse.a05","garch_t","param","ftse",0.05,2652,0.151455282767895,"0.3.1"
"gjr_t.param.ftse.a05","gjr_t","param","ftse",0.05,2652,0.123790896081849,"0.3.1"
"ewma94.param.ftse.a05","ewma94","param","ftse",0.05,2652,0.000124972414864755,"0.3.1"
"hs250.param.ftse.a05","hs250","param","ftse",0.05,2652,0.0555547295972181,"0.3.1"
"hs500.param.ftse.a05","hs500","param","ftse",0.05,2652,0.0264043995620447,"0.3.1"
"fhs.param.ftse.a05","fhs","param","ftse",0.05,2652,0.359719319909575,"0.3.1"
"chronos_bolt.e1.gbpusd.a01","chronos_bolt","e1","gbpusd",0.01,2734,0.0183127517548299,"0.3.1"
"chronos_bolt.e2.gbpusd.a01","chronos_bolt","e2","gbpusd",0.01,2734,0.351206712678147,"0.3.1"
"chronos_bolt.e3.gbpusd.a01","chronos_bolt","e3","gbpusd",0.01,2734,0.15688625917297,"0.3.1"
"chronos_2.e1.gbpusd.a01","chronos_2","e1","gbpusd",0.01,2734,0.0121630285466404,"0.3.1"
"chronos_2.e2.gbpusd.a01","chronos_2","e2","gbpusd",0.01,2734,0.74529189071494,"0.3.1"
"chronos_2.e3.gbpusd.a01","chronos_2","e3","gbpusd",0.01,2734,0.301554332403911,"0.3.1"
"timesfm_2_5.e1.gbpusd.a01","timesfm_2_5","e1","gbpusd",0.01,2734,0.276075465766866,"0.3.1"
"timesfm_2_5.e2.gbpusd.a01","timesfm_2_5","e2","gbpusd",0.01,2734,0.775028286857084,"0.3.1"
"timesfm_2_5.e3.gbpusd.a01","timesfm_2_5","e3","gbpusd",0.01,2734,0.358285522160887,"0.3.1"
"moirai_2_0.e1.gbpusd.a01","moirai_2_0","e1","gbpusd",0.01,2734,0.105240559288198,"0.3.1"
"moirai_2_0.e2.gbpusd.a01","moirai_2_0","e2","gbpusd",0.01,2734,0.711861237411581,"0.3.1"
"moirai_2_0.e3.gbpusd.a01","moirai_2_0","e3","gbpusd",0.01,2734,0.336422669981903,"0.3.1"
"lag_llama.e1.gbpusd.a01","lag_llama","e1","gbpusd",0.01,2734,7.0314054819276e-05,"0.3.1"
"lag_llama.e2.gbpusd.a01","lag_llama","e2","gbpusd",0.01,2734,0.111216335633963,"0.3.1"
"lag_llama.e3.gbpusd.a01","lag_llama","e3","gbpusd",0.01,2734,0.0805143387535229,"0.3.1"
"garch_t.param.gbpusd.a01","garch_t","param","gbpusd",0.01,2734,0.696622718267435,"0.3.1"
"gjr_t.param.gbpusd.a01","gjr_t","param","gbpusd",0.01,2734,0.712588203641038,"0.3.1"
"ewma94.param.gbpusd.a01","ewma94","param","gbpusd",0.01,2734,0.0773451153796353,"0.3.1"
"hs250.param.gbpusd.a01","hs250","param","gbpusd",0.01,2734,0.0361949365202907,"0.3.1"
"hs500.param.gbpusd.a01","hs500","param","gbpusd",0.01,2734,0.00690976178806013,"0.3.1"
"fhs.param.gbpusd.a01","fhs","param","gbpusd",0.01,2734,0.959380853981498,"0.3.1"
"chronos_bolt.e1.gbpusd.a025","chronos_bolt","e1","gbpusd",0.025,2734,1.76147629982193e-05,"0.3.1"
"chronos_bolt.e2.gbpusd.a025","chronos_bolt","e2","gbpusd",0.025,2734,0.160293385283449,"0.3.1"
"chronos_bolt.e3.gbpusd.a025","chronos_bolt","e3","gbpusd",0.025,2734,0.073644771066621,"0.3.1"
"chronos_2.e1.gbpusd.a025","chronos_2","e1","gbpusd",0.025,2734,1.11046060908837e-05,"0.3.1"
"chronos_2.e2.gbpusd.a025","chronos_2","e2","gbpusd",0.025,2734,0.63222927439407,"0.3.1"
"chronos_2.e3.gbpusd.a025","chronos_2","e3","gbpusd",0.025,2734,0.601718472373593,"0.3.1"
"timesfm_2_5.e1.gbpusd.a025","timesfm_2_5","e1","gbpusd",0.025,2734,0.00286397188860466,"0.3.1"
"timesfm_2_5.e2.gbpusd.a025","timesfm_2_5","e2","gbpusd",0.025,2734,0.884754721213619,"0.3.1"
"timesfm_2_5.e3.gbpusd.a025","timesfm_2_5","e3","gbpusd",0.025,2734,0.61668724737635,"0.3.1"
"moirai_2_0.e1.gbpusd.a025","moirai_2_0","e1","gbpusd",0.025,2734,0.0353663967798181,"0.3.1"
"moirai_2_0.e2.gbpusd.a025","moirai_2_0","e2","gbpusd",0.025,2734,0.626295039513572,"0.3.1"
"moirai_2_0.e3.gbpusd.a025","moirai_2_0","e3","gbpusd",0.025,2734,0.629515509349487,"0.3.1"
"lag_llama.e1.gbpusd.a025","lag_llama","e1","gbpusd",0.025,2734,1.6517133549776e-08,"0.3.1"
"lag_llama.e2.gbpusd.a025","lag_llama","e2","gbpusd",0.025,2734,0.0179197310301923,"0.3.1"
"lag_llama.e3.gbpusd.a025","lag_llama","e3","gbpusd",0.025,2734,0.010638588279419,"0.3.1"
"garch_t.param.gbpusd.a025","garch_t","param","gbpusd",0.025,2734,0.923030580214465,"0.3.1"
"gjr_t.param.gbpusd.a025","gjr_t","param","gbpusd",0.025,2734,0.667287776315444,"0.3.1"
"ewma94.param.gbpusd.a025","ewma94","param","gbpusd",0.025,2734,0.00869085615437037,"0.3.1"
"hs250.param.gbpusd.a025","hs250","param","gbpusd",0.025,2734,0.0357287642663918,"0.3.1"
"hs500.param.gbpusd.a025","hs500","param","gbpusd",0.025,2734,0.00323751393241589,"0.3.1"
"fhs.param.gbpusd.a025","fhs","param","gbpusd",0.025,2734,0.966322977823337,"0.3.1"
"chronos_bolt.e1.gbpusd.a05","chronos_bolt","e1","gbpusd",0.05,2734,2.57119547875106e-10,"0.3.1"
"chronos_bolt.e2.gbpusd.a05","chronos_bolt","e2","gbpusd",0.05,2734,0.0341889279836036,"0.3.1"
"chronos_bolt.e3.gbpusd.a05","chronos_bolt","e3","gbpusd",0.05,2734,0.0138368662244105,"0.3.1"
"chronos_2.e1.gbpusd.a05","chronos_2","e1","gbpusd",0.05,2734,2.98870248549576e-08,"0.3.1"
"chronos_2.e2.gbpusd.a05","chronos_2","e2","gbpusd",0.05,2734,0.312403851162793,"0.3.1"
"chronos_2.e3.gbpusd.a05","chronos_2","e3","gbpusd",0.05,2734,0.341255748285497,"0.3.1"
"timesfm_2_5.e1.gbpusd.a05","timesfm_2_5","e1","gbpusd",0.05,2734,1.20421170337615e-05,"0.3.1"
"timesfm_2_5.e2.gbpusd.a05","timesfm_2_5","e2","gbpusd",0.05,2734,0.816544677011248,"0.3.1"
"timesfm_2_5.e3.gbpusd.a05","timesfm_2_5","e3","gbpusd",0.05,2734,0.733819166999609,"0.3.1"
"moirai_2_0.e1.gbpusd.a05","moirai_2_0","e1","gbpusd",0.05,2734,0.00115960838732998,"0.3.1"
"moirai_2_0.e2.gbpusd.a05","moirai_2_0","e2","gbpusd",0.05,2734,0.28713118607294,"0.3.1"
"moirai_2_0.e3.gbpusd.a05","moirai_2_0","e3","gbpusd",0.05,2734,0.559058580286391,"0.3.1"
"lag_llama.e1.gbpusd.a05","lag_llama","e1","gbpusd",0.05,2734,1.57651669496772e-14,"0.3.1"
"lag_llama.e2.gbpusd.a05","lag_llama","e2","gbpusd",0.05,2734,0.000198769482346317,"0.3.1"
"lag_llama.e3.gbpusd.a05","lag_llama","e3","gbpusd",0.05,2734,0.000135603943051565,"0.3.1"
"garch_t.param.gbpusd.a05","garch_t","param","gbpusd",0.05,2734,0.748755101460536,"0.3.1"
"gjr_t.param.gbpusd.a05","gjr_t","param","gbpusd",0.05,2734,0.433216653958547,"0.3.1"
"ewma94.param.gbpusd.a05","ewma94","param","gbpusd",0.05,2734,0.00231727126395898,"0.3.1"
"hs250.param.gbpusd.a05","hs250","param","gbpusd",0.05,2734,0.00622398406988589,"0.3.1"
"hs500.param.gbpusd.a05","hs500","param","gbpusd",0.05,2734,0.00158871778944181,"0.3.1"
"fhs.param.gbpusd.a05","fhs","param","gbpusd",0.05,2734,0.421700342857982,"0.3.1"
"chronos_bolt.e1.gold.a01","chronos_bolt","e1","gold",0.01,2639,1.01725017298548e-09,"0.3.1"
"chronos_bolt.e2.gold.a01","chronos_bolt","e2","gold",0.01,2639,0.456576803366338,"0.3.1"
"chronos_bolt.e3.gold.a01","chronos_bolt","e3","gold",0.01,2639,0.00362309805750383,"0.3.1"
"chronos_2.e1.gold.a01","chronos_2","e1","gold",0.01,2639,3.38433205349098e-07,"0.3.1"
"chronos_2.e2.gold.a01","chronos_2","e2","gold",0.01,2639,0.631940255147668,"0.3.1"
"chronos_2.e3.gold.a01","chronos_2","e3","gold",0.01,2639,0.195730252991587,"0.3.1"
"timesfm_2_5.e1.gold.a01","timesfm_2_5","e1","gold",0.01,2639,4.87865932008447e-06,"0.3.1"
"timesfm_2_5.e2.gold.a01","timesfm_2_5","e2","gold",0.01,2639,0.571637063428551,"0.3.1"
"timesfm_2_5.e3.gold.a01","timesfm_2_5","e3","gold",0.01,2639,0.0535992601905098,"0.3.1"
"moirai_2_0.e1.gold.a01","moirai_2_0","e1","gold",0.01,2639,3.78516316225097e-05,"0.3.1"
"moirai_2_0.e2.gold.a01","moirai_2_0","e2","gold",0.01,2639,0.830969656314952,"0.3.1"
"moirai_2_0.e3.gold.a01","moirai_2_0","e3","gold",0.01,2639,0.0872134181296447,"0.3.1"
"lag_llama.e1.gold.a01","lag_llama","e1","gold",0.01,2639,2.0238896203395e-07,"0.3.1"
"lag_llama.e2.gold.a01","lag_llama","e2","gold",0.01,2639,0.0377482969821785,"0.3.1"
"lag_llama.e3.gold.a01","lag_llama","e3","gold",0.01,2639,0.000386537302426437,"0.3.1"
"garch_t.param.gold.a01","garch_t","param","gold",0.01,2639,0.390806206720365,"0.3.1"
"gjr_t.param.gold.a01","gjr_t","param","gold",0.01,2639,0.316460250077353,"0.3.1"
"ewma94.param.gold.a01","ewma94","param","gold",0.01,2639,0.000292122627683522,"0.3.1"
"hs250.param.gold.a01","hs250","param","gold",0.01,2639,0.0708804346302738,"0.3.1"
"hs500.param.gold.a01","hs500","param","gold",0.01,2639,0.0745909600080623,"0.3.1"
"fhs.param.gold.a01","fhs","param","gold",0.01,2639,0.824288139905856,"0.3.1"
"chronos_bolt.e1.gold.a025","chronos_bolt","e1","gold",0.025,2639,1.01030295240889e-14,"0.3.1"
"chronos_bolt.e2.gold.a025","chronos_bolt","e2","gold",0.025,2639,0.0921125459668041,"0.3.1"
"chronos_bolt.e3.gold.a025","chronos_bolt","e3","gold",0.025,2639,0.000484411508067994,"0.3.1"
"chronos_2.e1.gold.a025","chronos_2","e1","gold",0.025,2639,1.55849777527806e-11,"0.3.1"
"chronos_2.e2.gold.a025","chronos_2","e2","gold",0.025,2639,0.166179711158463,"0.3.1"
"chronos_2.e3.gold.a025","chronos_2","e3","gold",0.025,2639,0.1495191061422,"0.3.1"
"timesfm_2_5.e1.gold.a025","timesfm_2_5","e1","gold",0.025,2639,5.64008395542714e-10,"0.3.1"
"timesfm_2_5.e2.gold.a025","timesfm_2_5","e2","gold",0.025,2639,0.411405566619892,"0.3.1"
"timesfm_2_5.e3.gold.a025","timesfm_2_5","e3","gold",0.025,2639,0.076759444450417,"0.3.1"
"moirai_2_0.e1.gold.a025","moirai_2_0","e1","gold",0.025,2639,6.61135612922692e-09,"0.3.1"
"moirai_2_0.e2.gold.a025","moirai_2_0","e2","gold",0.025,2639,0.686547466324183,"0.3.1"
"moirai_2_0.e3.gold.a025","moirai_2_0","e3","gold",0.025,2639,0.0823781722868695,"0.3.1"
"lag_llama.e1.gold.a025","lag_llama","e1","gold",0.025,2639,9.33697563709757e-14,"0.3.1"
"lag_llama.e2.gold.a025","lag_llama","e2","gold",0.025,2639,0.00143480506969196,"0.3.1"
"lag_llama.e3.gold.a025","lag_llama","e3","gold",0.025,2639,8.63118221705594e-06,"0.3.1"
"garch_t.param.gold.a025","garch_t","param","gold",0.025,2639,0.262539840776427,"0.3.1"
"gjr_t.param.gold.a025","gjr_t","param","gold",0.025,2639,0.186516232628426,"0.3.1"
"ewma94.param.gold.a025","ewma94","param","gold",0.025,2639,3.66278811497756e-05,"0.3.1"
"hs250.param.gold.a025","hs250","param","gold",0.025,2639,0.0587533954865932,"0.3.1"
"hs500.param.gold.a025","hs500","param","gold",0.025,2639,0.0669927770482769,"0.3.1"
"fhs.param.gold.a025","fhs","param","gold",0.025,2639,0.660647475059574,"0.3.1"
"chronos_bolt.e1.gold.a05","chronos_bolt","e1","gold",0.05,2639,0,"0.3.1"
"chronos_bolt.e2.gold.a05","chronos_bolt","e2","gold",0.05,2639,0.0069132668623616,"0.3.1"
"chronos_bolt.e3.gold.a05","chronos_bolt","e3","gold",0.05,2639,0.000208900015891689,"0.3.1"
"chronos_2.e1.gold.a05","chronos_2","e1","gold",0.05,2639,7.21644966006352e-15,"0.3.1"
"chronos_2.e2.gold.a05","chronos_2","e2","gold",0.05,2639,0.03010594417696,"0.3.1"
"chronos_2.e3.gold.a05","chronos_2","e3","gold",0.05,2639,0.0920319619292302,"0.3.1"
"timesfm_2_5.e1.gold.a05","timesfm_2_5","e1","gold",0.05,2639,7.06523728410957e-12,"0.3.1"
"timesfm_2_5.e2.gold.a05","timesfm_2_5","e2","gold",0.05,2639,0.249875802438358,"0.3.1"
"timesfm_2_5.e3.gold.a05","timesfm_2_5","e3","gold",0.05,2639,0.0810771710917173,"0.3.1"
"moirai_2_0.e1.gold.a05","moirai_2_0","e1","gold",0.05,2639,1.0614497614192e-08,"0.3.1"
"moirai_2_0.e2.gold.a05","moirai_2_0","e2","gold",0.05,2639,0.676301271655266,"0.3.1"
"moirai_2_0.e3.gold.a05","moirai_2_0","e3","gold",0.05,2639,0.108235915491235,"0.3.1"
"lag_llama.e1.gold.a05","lag_llama","e1","gold",0.05,2639,0,"0.3.1"
"lag_llama.e2.gold.a05","lag_llama","e2","gold",0.05,2639,5.72818754163151e-06,"0.3.1"
"lag_llama.e3.gold.a05","lag_llama","e3","gold",0.05,2639,4.11575138414833e-08,"0.3.1"
"garch_t.param.gold.a05","garch_t","param","gold",0.05,2639,0.0880525008143153,"0.3.1"
"gjr_t.param.gold.a05","gjr_t","param","gold",0.05,2639,0.0769490225856256,"0.3.1"
"ewma94.param.gold.a05","ewma94","param","gold",0.05,2639,0.000167516727547778,"0.3.1"
"hs250.param.gold.a05","hs250","param","gold",0.05,2639,0.148883293663277,"0.3.1"
"hs500.param.gold.a05","hs500","param","gold",0.05,2639,0.102541899702299,"0.3.1"
"fhs.param.gold.a05","fhs","param","gold",0.05,2639,0.270730277893691,"0.3.1"
"chronos_bolt.e1.hsi.a01","chronos_bolt","e1","hsi",0.01,2580,0.00076443985624397,"0.3.1"
"chronos_bolt.e2.hsi.a01","chronos_bolt","e2","hsi",0.01,2580,0.292948834441572,"0.3.1"
"chronos_bolt.e3.hsi.a01","chronos_bolt","e3","hsi",0.01,2580,0.0753978606563354,"0.3.1"
"chronos_2.e1.hsi.a01","chronos_2","e1","hsi",0.01,2580,0.00182367828681596,"0.3.1"
"chronos_2.e2.hsi.a01","chronos_2","e2","hsi",0.01,2580,0.509200372859036,"0.3.1"
"chronos_2.e3.hsi.a01","chronos_2","e3","hsi",0.01,2580,0.626763194195845,"0.3.1"
"timesfm_2_5.e1.hsi.a01","timesfm_2_5","e1","hsi",0.01,2580,0.00118827376139152,"0.3.1"
"timesfm_2_5.e2.hsi.a01","timesfm_2_5","e2","hsi",0.01,2580,0.468574757295274,"0.3.1"
"timesfm_2_5.e3.hsi.a01","timesfm_2_5","e3","hsi",0.01,2580,0.176837474293861,"0.3.1"
"moirai_2_0.e1.hsi.a01","moirai_2_0","e1","hsi",0.01,2580,0.0167798501790546,"0.3.1"
