model,dgp,path,t,alpha,true_v,true_e,e2_v,e2_e,e3_v,e3_e
moirai_2_0,gjr_t,13,712,0.025,-2.5588878422220107,-3.295595992196774,-2.2795236378630648,-2.88993310469561,-2.1242359405060505,-2.7846035298646226
moirai_2_0,gjr_t,13,712,0.05,-2.063471956946921,-2.789529987572877,-1.8553577295583337,-2.4671028404629993,-1.7046906343161168,-2.336753047145132
moirai_2_0,gjr_t,13,729,0.01,-4.400078862332999,-5.455004604245448,-3.8636348426356646,-4.840512776078784,-2.9705434119884813,-3.715682972417038
moirai_2_0,gjr_t,13,729,0.025,-3.5031044803245805,-4.511654201920514,-3.0430822737207652,-3.970142536609008,-2.3260043116275755,-3.044977789185726
moirai_2_0,gjr_t,13,729,0.05,-2.82488264555119,-3.8188524077635178,-2.4265744498253627,-3.3351025743455796,-1.8535093752665002,-2.553301174546717
moirai_2_0,gjr_t,13,746,0.01,-4.571840451286529,-5.667946300948863,-3.327085882247389,-4.138684534667854,-3.1427921160800825,-3.934246094172647
moirai_2_0,gjr_t,13,746,0.025,-3.639851754779509,-4.687771248631776,-2.6490736336641145,-3.4167500253063205,-2.472336665006356,-3.2263404116771626
moirai_2_0,gjr_t,13,746,0.05,-2.9351548354341364,-3.967925226242205,-2.1411057841659984,-2.8915466280349897,-1.9863155342871563,-2.7131711627762862
moirai_2_0,gjr_t,13,762,0.01,-3.900336966466076,-4.835448812592435,-3.3776112533636775,-4.240998106334576,-3.158592950145255,-3.8354724948565595
moirai_2_0,gjr_t,13,762,0.025,-3.10523704903743,-3.999240062332055,-2.6732770553830103,-3.4783796399330567,-2.512181778366989,-3.2070490642809
moirai_2_0,gjr_t,13,762,0.05,-2.504044712173603,-3.385123694710449,-2.152057251295267,-2.9305490419138183,-2.0118026162912184,-2.7205939976780407
moirai_2_0,gjr_t,13,779,0.01,-2.5548000906385613,-3.167317380755011,-3.1522278650651336,-3.976762755422926,-2.860164708746621,-3.4865619873906804
moirai_2_0,gjr_t,13,779,0.025,-2.03399346326813,-2.619583631254484,-2.479727912807417,-3.2485061344405968,-2.2619634452415744,-2.905006923680417
moirai_2_0,gjr_t,13,779,0.05,-1.6402002474725859,-2.2173249122895284,-1.9821194668580564,-2.7254170175957384,-1.7989029969484578,-2.454832099690708
moirai_2_0,gjr_t,13,796,0.01,-2.9471819802193857,-3.653773437851911,-3.080981291963046,-3.8294666572288794,-2.959410226008777,-3.60668541575545
moirai_2_0,gjr_t,13,796,0.025,-2.346386672207116,-3.021915374905596,-2.4605869432573435,-3.1652258247242986,-2.363452849190375,-3.0126932575354295
moirai_2_0,gjr_t,13,796,0.05,-1.892112275639677,-2.5578752911966065,-1.9976804908542298,-2.6840150994042498,-1.911426694217477,-2.5621576960869374
moirai_2_0,gjr_t,13,813,0.01,-2.7022409794614597,-3.3501074516939897,-3.1534151216590707,-3.950070159376074,-2.9654180850273506,-3.6250312722563596
moirai_2_0,gjr_t,13,813,0.025,-2.1513779134969773,-2.770763263803165,-2.489845328335991,-3.2420497868696088,-2.3487687861599196,-3.0167899009273733
moirai_2_0,gjr_t,13,813,0.05,-1.7348583709089485,-2.345289662672565,-1.9934591337655392,-2.727778727738243,-1.877074932076043,-2.5515275270264013
moirai_2_0,gjr_t,13,829,0.01,-2.4517444505921375,-3.039553990930531,-2.906682508489381,-3.6361662597502558,-2.8493637678132497,-3.4534734774762037
moirai_2_0,gjr_t,13,829,0.025,-1.95194614419396,-2.5139147498561782,-2.296148590528329,-2.986919200787268,-2.2647343605758037,-2.8902040464838668
moirai_2_0,gjr_t,13,829,0.05,-1.5740377767074696,-2.1278823610448385,-1.8382981368663593,-2.5141315329850147,-1.8087851730981113,-2.4509133843778623
moirai_2_0,gjr_t,13,846,0.01,-2.4849195928285917,-3.0806829250493166,-2.944944384432235,-3.6754790116549914,-2.861169868477371,-3.454829042014999
moirai_2_0,gjr_t,13,846,0.025,-1.9783583956649047,-2.547931133324144,-2.3294793409847676,-3.0240120294408164,-2.2794219556335373,-2.8990513912902953
moirai_2_0,gjr_t,13,846,0.05,-1.595336459412843,-2.1566752476660582,-1.866340709515656,-2.5479278262795164,-1.8224984778059958,-2.4625257906627898
moirai_2_0,gjr_t,13,863,0.01,-2.773325358831786,-3.438234421434132,-3.0852401239283065,-3.8345807778086547,-3.020050128467591,-3.615891519207644
moirai_2_0,gjr_t,13,863,0.025,-2.207971446395897,-2.843650170813509,-2.4513124868334972,-3.1655134156841727,-2.4193189366363503,-3.0528408410420504
moirai_2_0,gjr_t,13,863,0.05,-1.7804950596901448,-2.4069841826586935,-1.9732501214124505,-2.6754804536383126,-1.9397715774177258,-2.603372810261958
moirai_2_0,gjr_t,13,880,0.01,-2.362442612333099,-2.928841898235823,-2.968554224026322,-3.7062440520183673,-2.81446108797761,-3.3806609010346946
moirai_2_0,gjr_t,13,880,0.025,-1.8808488571920203,-2.422348433336344,-2.349545071246433,-3.049183789960168,-2.2496059930001686,-2.8474782881883587
moirai_2_0,gjr_t,13,880,0.05,-1.516705346765516,-2.05037680927561,-1.8847102465377166,-2.570040700213755,-1.8014113760024353,-2.4244147820265565
moirai_2_0,gjr_t,13,896,0.01,-2.352629928837841,-2.9166766086304783,-2.90828221626801,-3.6551398579973684,-2.7311067407614082,-3.327621651025676
moirai_2_0,gjr_t,13,896,0.025,-1.873036530051588,-2.4122869239614815,-2.2888162198524413,-2.9922099142980447,-2.166346207587158,-2.775342166978324
moirai_2_0,gjr_t,13,896,0.05,-1.5104055325623353,-2.0418603278294984,-1.8264392938102694,-2.5117749631062614,-1.731284106215696,-2.349894815826657
moirai_2_0,gjr_t,13,913,0.01,-2.3855069911469973,-2.9574359976963867,-2.811279248302606,-3.5445820389570284,-2.5673902639820776,-3.1209936260489775
moirai_2_0,gjr_t,13,913,0.025,-1.899211466428535,-2.4459976689173706,-2.2123829331748004,-2.896648114482004,-2.0460831834782294,-2.609327669966477
moirai_2_0,gjr_t,13,913,0.05,-1.531512845785489,-2.0703945092584513,-1.7689274796979733,-2.430920639443915,-1.6457065765025172,-2.216355682700743
moirai_2_0,gjr_t,13,930,0.01,-2.2661136095468155,-2.809417867403127,-2.817864630077481,-3.60722317320095,-2.5724648552457303,-3.1556689154524102
moirai_2_0,gjr_t,13,930,0.025,-1.8041569223872638,-2.323576760422028,-2.1874943157804094,-2.9143170432865793,-2.0282319063869014,-2.618194153676685
moirai_2_0,gjr_t,13,930,0.05,-1.4548614260658896,-1.9667723431427444,-1.7261131989812557,-2.4221264689898327,-1.6123496591328523,-2.2074762575288633
moirai_2_0,gjr_t,13,946,0.01,-2.4394108661296596,-3.024263410435345,-2.9817271383055846,-3.801961335446073,-2.5991708506524116,-3.1986864094669545
moirai_2_0,gjr_t,13,946,0.025,-1.9421268122363369,-2.5012684155731204,-2.3239525446344036,-3.081076098918486,-2.048331346092683,-2.648881843358514
moirai_2_0,gjr_t,13,946,0.05,-1.5661195257407083,-2.117177975920269,-1.841473753440199,-2.5678830587113333,-1.6310056897063585,-2.232340274469416
moirai_2_0,gjr_t,13,963,0.01,-2.384390166049156,-2.9560514120465675,-2.877392715217326,-3.6654298273834356,-2.7369837042194978,-3.3852945734079234
moirai_2_0,gjr_t,13,963,0.025,-1.8983223107732856,-2.4448525238408543,-2.2428172064708205,-2.9720064741743877,-2.145391778115342,-2.79202312885309
moirai_2_0,gjr_t,13,963,0.05,-1.530795835946412,-2.069425210673726,-1.776359973682895,-2.477286319073746,-1.698888161646933,-2.34425189694055
moirai_2_0,gjr_t,13,980,0.01,-2.2992531970906254,-2.8505027225364796,-2.782136217673455,-3.5293065297543755,-2.6509100694884937,-3.260379228590234
moirai_2_0,gjr_t,13,980,0.025,-1.8305408671375802,-2.357556687616485,-2.1821301165850917,-2.87237279210207,-2.0941812368408677,-2.7024694887741463
moirai_2_0,gjr_t,13,980,0.05,-1.476137282399882,-1.9955343716525848,-1.7417125313530886,-2.4043679768498953,-1.673748901849781,-2.281145352372519
moirai_2_0,gjr_t,13,997,0.01,-2.7114245597743016,-3.3614928096517445,-2.91925226759569,-3.721225916261933,-2.61618576392302,-3.2391295981446357
moirai_2_0,gjr_t,13,997,0.025,-2.1586893827560263,-2.7801797174630756,-2.276382886258121,-3.0164728172997806,-2.0596158979709993,-2.6728103250569384
moirai_2_0,gjr_t,13,997,0.05,-1.7407542962915263,-2.353260142040517,-1.8049359583428193,-2.514871447436101,-1.644381417512568,-2.250302202501777
moirai_2_0,gjr_t,13,1013,0.01,-2.4684618621466456,-3.060279427872485,-2.9578871259832593,-3.7750433067073286,-2.6966204379685634,-3.332366446478839
moirai_2_0,gjr_t,13,1013,0.025,-1.9652556418525944,-2.5310560744653334,-2.2991453824691033,-3.0557682732962235,-2.109631170047036,-2.7484373772749047
moirai_2_0,gjr_t,13,1013,0.05,-1.5847704765649961,-2.142391493577217,-1.8146516735359186,-2.5423093510928934,-1.6637145117037384,-2.3048454523817568
moirai_2_0,gjr_t,13,1030,0.01,-2.4134930408660162,-2.9921317463064345,-2.887042604374763,-3.661982631550155,-2.475798377904311,-3.0620569668652524
moirai_2_0,gjr_t,13,1030,0.025,-1.921492443480228,-2.4746933770536157,-2.26120500569088,-2.979507628183351,-1.942905381802959,-2.526222435754466
moirai_2_0,gjr_t,13,1030,0.05,-1.5494800933377002,-2.09468375422362,-1.8004827598671669,-2.4918548999391796,-1.5415644642353155,-2.1226661421762905
moirai_2_0,gjr_t,13,1047,0.01,-2.1243651571278335,-2.6336850033379977,-2.6647585363288226,-3.3504109951804755,-2.369994396793437,-2.760452284783035
moirai_2_0,gjr_t,13,1047,0.025,-1.6913044817187965,-2.178233910673025,-2.097627959241414,-2.742306957763648,-1.9316650777301738,-2.3777566966064687
moirai_2_0,gjr_t,13,1047,0.05,-1.3638578882202497,-1.843748089316083,-1.6749220603047892,-2.3022534865257036,-1.5590493550223774,-2.052434189158786
moirai_2_0,gjr_t,13,1064,0.01,-2.304033380961052,-2.8564289629149284,-2.54741401002328,-3.217998712580339,-2.2320550998980333,-2.668684281905612
moirai_2_0,gjr_t,13,1064,0.025,-1.834346590638724,-2.3624580853685986,-1.9823775115644136,-2.6199682679692464,-1.7731085385174203,-2.2502977098657833
moirai_2_0,gjr_t,13,1064,0.05,-1.479206195226356,-1.9996831192669517,-1.5571557046017792,-2.182902336759043,-1.3978128059172583,-1.9081692176260527
moirai_2_0,gjr_t,13,1080,0.01,-2.474991014166675,-3.0683739542310864,-2.784789974854486,-3.4508810514185533,-2.3789000894020376,-2.8288010589669463
moirai_2_0,gjr_t,13,1080,0.025,-1.9704537990697033,-2.5377507899619833,-2.222303675665914,-2.856466323540675,-1.9238628333760703,-2.4032119796460707
moirai_2_0,gjr_t,13,1080,0.05,-1.588962239669389,-2.14805818017363,-1.7985153315299864,-2.4215302304255393,-1.5599559694815486,-2.062855700874517
moirai_2_0,gjr_t,13,1097,0.01,-2.0472461526454535,-2.5380765977415685,-2.529354967611429,-3.1880649807126598,-2.3079439178057206,-2.75537553094977
moirai_2_0,gjr_t,13,1097,0.025,-1.6299065071431418,-2.0991593550782697,-1.9933566628930983,-2.6066691428804063,-1.8542249899244,-2.331757252235605
moirai_2_0,gjr_t,13,1097,0.05,-1.3143469262078664,-1.776816085330202,-1.5972299206192653,-2.189582374509632,-1.4908297081662656,-1.992470362728769
moirai_2_0,gjr_t,13,1114,0.01,-2.6056535416222,-3.2303630256029385,-2.6343277335373423,-3.3002048320647948,-2.345513562500493,-2.8163618104704233
moirai_2_0,gjr_t,13,1114,0.025,-2.074480226699978,-2.6717266025490582,-2.0864325687538146,-2.71055412727466,-1.8808364881656094,-2.374539730092508
moirai_2_0,gjr_t,13,1114,0.05,-1.6728485330248817,-2.2614608993497654,-1.6791722928717219,-2.285041682350811,-1.5143951017239383,-2.0261216465751204
moirai_2_0,gjr_t,13,1130,0.01,-3.031583966446392,-3.758410931378939,-2.6398581646228436,-3.3337831070514006,-2.492158976564619,-3.069433150737315
moirai_2_0,gjr_t,13,1130,0.025,-2.413582962398913,-3.1084575910170607,-2.07862022318098,-2.7223929028589646,-1.9670648102778754,-2.541694610111303
moirai_2_0,gjr_t,13,1130,0.05,-1.946298964924674,-2.631128234702289,-1.665139116769175,-2.285192411308206,-1.5714450186183078,-2.1440824770921476
moirai_2_0,gjr_t,13,1147,0.01,-2.8119465541987365,-3.4861151083808366,-2.7845998757496613,-3.512589185026999,-2.5521494059601886,-3.139534039111153
moirai_2_0,gjr_t,13,1147,0.025,-2.2387195504091326,-2.8832507061248487,-2.1891251485785057,-2.8690581498855385,-2.011696250158952,-2.6006159609385393
moirai_2_0,gjr_t,13,1147,0.05,-1.8052901481319674,-2.440503728451467,-1.747850837095478,-2.406117073525829,-1.6019210605743242,-2.192004677456678
moirai_2_0,gjr_t,13,1164,0.01,-3.89128062387041,-4.8242211977921885,-3.1150221659609683,-4.044525994669263,-2.945647481524978,-3.6171833101786888
moirai_2_0,gjr_t,13,1164,0.025,-3.098026879557556,-3.989954072829562,-2.365252981834405,-3.226214183938797,-2.268589710804017,-2.9826004643611066
moirai_2_0,gjr_t,13,1164,0.05,-2.498230474331262,-3.37726364565018,-1.813635476664421,-2.6418683548158217,-1.728107909180479,-2.4760255535943947
moirai_2_0,gjr_t,13,1181,0.01,-3.3781028291447885,-4.188008229659042,-3.1248097192152,-3.998685379459075,-2.917836659043724,-3.3925112794543733
moirai_2_0,gjr_t,13,1181,0.025,-2.6894625132922583,-3.4637633325393864,-2.422516534911153,-3.2301771810489512,-2.3442044254409597,-2.914920778603661
moirai_2_0,gjr_t,13,1181,0.05,-2.1687665961238607,-2.9318738428047784,-1.9068141813858213,-2.68246491665895,-1.8343535141552096,-2.490432861404825
moirai_2_0,gjr_t,13,1197,0.01,-5.021699549713748,-6.225659816992764,-4.746507991714508,-6.120245038690619,-5.129970593725012,-6.290450327103134
moirai_2_0,gjr_t,13,1197,0.025,-3.9980052044155445,-5.149037683891803,-3.697433964819359,-4.929709289788552,-4.0239092412938025,-5.213727929471872
moirai_2_0,gjr_t,13,1197,0.05,-3.2239676498973195,-4.358360387732066,-2.9469994525017547,-4.103506269792636,-3.168666367075356,-4.381170896300596
moirai_2_0,gjr_t,13,1214,0.01,-3.9984066787730606,-4.957030890757274,-3.8879244396398214,-5.045826163334015,-3.703424379231189,-4.441901455767684
moirai_2_0,gjr_t,13,1214,0.025,-3.1833148424851103,-4.099796584943185,-3.01260584127253,-4.045207346839634,-2.9399407729583498,-3.738205630519344
moirai_2_0,gjr_t,13,1214,0.05,-2.567006181051302,-3.47023893211636,-2.3896944333701953,-3.3544244374970424,-2.3215854458520533,-3.168273206784665
moirai_2_0,gjr_t,13,1231,0.01,-3.120859282516698,-3.8690901431489686,-3.722363074697135,-4.835808346067441,-3.696373088726762,-4.420831818913975
moirai_2_0,gjr_t,13,1231,0.025,-2.484659133870635,-3.199996712809713,-2.8806958716288,-3.8736215318759855,-2.9214533790441024,-3.7225112322699445
moirai_2_0,gjr_t,13,1231,0.05,-2.00361436742848,-2.7086107677194744,-2.281748226014551,-3.2093884066569274,-2.2812678243359463,-3.1456066232648277
moirai_2_0,gjr_t,13,1248,0.01,-2.8894838715077085,-3.582242117953801,-3.3851342857402895,-4.225099999186871,-3.2184959144657905,-3.9089432715356396
moirai_2_0,gjr_t,13,1248,0.025,-2.3004505630013456,-2.962754181946004,-2.6910255118653583,-3.4803455954180675,-2.5455329417073935,-3.263683760832322
moirai_2_0,gjr_t,13,1248,0.05,-1.8550696700227582,-2.5077987884177086,-2.17393284181798,-2.941678034819983,-2.0185748383308417,-2.758418624843962
moirai_2_0,gjr_t,13,1264,0.01,-2.5321004779279854,-3.1391755006376334,-3.0813544793156935,-3.8542118624137762,-2.942091509081406,-3.682532161884288
moirai_2_0,gjr_t,13,1264,0.025,-2.0159212610472155,-2.5963084113614165,-2.4407283471251713,-3.168332434950249,-2.2931970721676476,-3.0133917244379353
moirai_2_0,gjr_t,13,1264,0.05,-1.6256269309450635,-2.1976237947943025,-1.962714102621583,-2.671432923075293,-1.8141413897869054,-2.519389139989806
moirai_2_0,gjr_t,13,1281,0.01,-2.683952961005838,-3.327434852406747,-2.89697933547785,-3.569344634301039,-2.7972939864282425,-3.6836027399253206
moirai_2_0,gjr_t,13,1281,0.025,-2.136817983688315,-2.7520115055070975,-2.31465031733656,-2.9647296378260566,-2.1443872254053526,-2.922250482316033
moirai_2_0,gjr_t,13,1281,0.05,-1.7231173299928289,-2.329417391857072,-1.8700726756506285,-2.5162602635935065,-1.7041045821508942,-2.4088384540766525
moirai_2_0,gjr_t,13,1298,0.01,-2.6442603650698175,-3.2782258949403253,-2.821732587179227,-3.4785409978970283,-2.675857529376261,-3.498910669726915
moirai_2_0,gjr_t,13,1298,0.025,-2.1052168885694287,-2.7113124015040095,-2.2549729865421484,-2.8885774429386344,-2.0656806965038923,-2.7906442171356507
moirai_2_0,gjr_t,13,1298,0.05,-1.697634394589919,-2.294967971675479,-1.823117671820567,-2.4518483175509913,-1.6528973242578726,-2.311503418929533
moirai_2_0,gjr_t,13,1314,0.01,-2.586691636373164,-3.206854974116808,-2.916820064720934,-3.595329136709493,-2.666503090262859,-3.693287706795232
moirai_2_0,gjr_t,13,1314,0.025,-2.0593837847243517,-2.6522838693231647,-2.3318956370996773,-2.986050630669811,-2.027908673404653,-2.8498032160630102
moirai_2_0,gjr_t,13,1314,0.05,-1.6606748518840426,-2.2450037585162326,-1.886422767280535,-2.5352567704499833,-1.630953944384006,-2.3254873927286632
moirai_2_0,gjr_t,13,1331,0.01,-2.3724673304033748,-2.9412700580349003,-2.685585083994145,-3.318344100127087,-2.463275474780488,-3.638320976128139
moirai_2_0,gjr_t,13,1331,0.025,-1.888829994777212,-2.432627353969336,-2.1387620116110684,-2.749724638822289,-1.8364554565326063,-2.707734252998504
moirai_2_0,gjr_t,13,1331,0.05,-1.5231412887086682,-2.059077316684135,-1.7217718680370948,-2.3284559608907824,-1.4724040170718535,-2.1672578383406123
moirai_2_0,gjr_t,13,1348,0.01,-2.5369119706468988,-3.145140556209626,-2.7578060209339905,-3.3991293121036454,-2.567719192780707,-3.634471464695371
moirai_2_0,gjr_t,13,1348,0.025,-2.019751910957826,-2.6012419118785606,-2.205813041578485,-2.823518834683935,-1.9449590098066563,-2.771661593396157
moirai_2_0,gjr_t,13,1348,0.05,-1.628715944280076,-2.2017997155287814,-1.7857687303752225,-2.3979993448446972,-1.5687950443896583,-2.2505011347443458
moirai_2_0,gjr_t,13,1365,0.01,-2.3028360164358936,-2.85494452838499,-2.6317945732486754,-3.270791325121761,-2.403482735002051,-3.522799742101581
moirai_2_0,gjr_t,13,1365,0.025,-1.8333933138534892,-2.3612303585800163,-2.090580060836456,-2.700045896966625,-1.8032367476984006,-2.6352862444773573
moirai_2_0,gjr_t,13,1365,0.05,-1.478437478488919,-1.998643920074634,-1.6821849500687407,-2.2817613179979213,-1.4538381311387776,-2.1186713985524888
moirai_2_0,gjr_t,13,1381,0.01,-2.153920870596805,-2.670326745020217,-2.4296989805794538,-3.0480814122665194,-2.2724472981635824,-3.336884169827622
moirai_2_0,gjr_t,13,1381,0.025,-1.7148351400346447,-2.2085390854289932,-1.9121412019670896,-2.497712676652197,-1.7000199354572436,-2.492343418423389
moirai_2_0,gjr_t,13,1381,0.05,-1.3828328713211464,-1.8693996539983364,-1.5240117415095837,-2.096925399598455,-1.3664141221477684,-2.000152229460708
moirai_2_0,gjr_t,13,1398,0.01,-2.2181565201668563,-2.7499629913522963,-2.656508534107774,-3.326099365662424,-2.4018334691613905,-3.481457909536143
moirai_2_0,gjr_t,13,1398,0.025,-1.7659760851962718,-2.2744035954441966,-2.095506676862746,-2.729968919046607,-1.8068344409052453,-2.620029257193902
moirai_2_0,gjr_t,13,1398,0.05,-1.4240726257377145,-1.9251501240921332,-1.6745689178217258,-2.295615003549194,-1.456408813046695,-2.1126894767624926
moirai_2_0,gjr_t,13,1415,0.01,-2.244551704082525,-2.7826864616115397,-2.6105116111062054,-3.2570872461335645,-2.288673789442001,-3.387838763781116
moirai_2_0,gjr_t,13,1415,0.025,-1.7869905010572056,-2.3014680972746135,-2.0702916571122154,-2.6819225415981838,-1.7230900247735483,-2.5243478956366237
moirai_2_0,gjr_t,13,1415,0.05,-1.4410185258686885,-1.9480586479626048,-1.665531317288608,-2.263465029190308,-1.3995387309024685,-2.0303740493438673
moirai_2_0,gjr_t,13,1432,0.01,-2.410666310367293,-2.988627302779866,-2.601767693915321,-3.239118345030913,-2.396138110468079,-3.4819202164194074
moirai_2_0,gjr_t,13,1432,0.025,-1.9192419537538927,-2.4717949675179516,-2.062906706474592,-2.670147076319134,-1.800619661506824,-2.61654265352137
moirai_2_0,gjr_t,13,1432,0.05,-1.5476653117896126,-2.0922304194292014,-1.6566646045353985,-2.2535606145426,-1.4506158423886375,-2.1079346456220076
moirai_2_0,gjr_t,13,1448,0.01,-2.4443915291980036,-3.0304381952108175,-2.6749975691754226,-3.3452647115875735,-2.3812361794985994,-3.3631110165064966
moirai_2_0,gjr_t,13,1448,0.025,-1.9460921464168366,-2.506375376189897,-2.110621504742589,-2.7476419822604634,-1.7962711644910119,-2.565039434934873
moirai_2_0,gjr_t,13,1448,0.05,-1.5693171476709757,-2.1215007205223326,-1.686050687232526,-2.311036844094314,-1.4397074477785194,-2.0785772328763374
moirai_2_0,gjr_t,13,1465,0.01,-2.4698161679305155,-3.061958430571689,-2.765339033353325,-3.461439253888487,-2.4732817874653072,-3.4915569203381387
moirai_2_0,gjr_t,13,1465,0.025,-1.9663338667680197,-2.532444722162716,-2.183853628829714,-2.8422554850800754,-1.8718365945890543,-2.6656303418401097
moirai_2_0,gjr_t,13,1465,0.05,-1.5856399507324648,-2.143566902942684,-1.7482190674723395,-2.39181885374932,-1.5066449557034642,-2.164135801068343
moirai_2_0,gjr_t,13,1482,0.01,-2.386181814617585,-2.958272611142255,-2.4278803871261685,-3.0518525084990493,-2.2799324933594325,-3.2100394154820733
moirai_2_0,gjr_t,13,1482,0.025,-1.8997487243271334,-2.446689604276233,-1.898815335241839,-2.4943444931053143,-1.7114470407583469,-2.4492782896600684
moirai_2_0,gjr_t,13,1482,0.05,-1.531946087363769,-2.0709801922237117,-1.499361114315241,-2.0855221899954692,-1.3608829492570786,-1.9801448550171648
moirai_2_0,gjr_t,13,1499,0.01,-2.4831805066551027,-3.078526890264401,-2.5475739660296752,-3.1845971207855492,-2.335282531955694,-3.243552663946094
moirai_2_0,gjr_t,13,1499,0.025,-1.97697382944311,-2.546147948138694,-1.9971860756147883,-2.612183733424111,-1.75044603495014,-2.4908417644568743
moirai_2_0,gjr_t,13,1499,0.05,-1.5942199534354928,-2.1551658853048994,-1.5775255232459264,-2.1881543507315686,-1.3809930541075575,-2.0153391462843415
moirai_2_0,gjr_t,14,512,0.01,-2.206363159760157,-2.735342154469396,-2.4894297596413018,-3.0266937774083305,-2.674352243413136,-3.0824617672324117
moirai_2_0,gjr_t,14,512,0.025,-1.7565868503731294,-2.2623111839901355,-2.0102958888454516,-2.539210964847966,-2.175126548646727,-2.6700283939080856
moirai_2_0,gjr_t,14,512,0.05,-1.4165012025455517,-1.9149146023676735,-1.6388327674034657,-2.1718233139969154,-1.7280859866051432,-2.300707565776666
moirai_2_0,gjr_t,14,528,0.01,-2.7656025943053186,-3.428660112116629,-2.965860811790305,-3.5837120034592123,-3.029549321002493,-3.496838803861636
moirai_2_0,gjr_t,14,528,0.025,-2.2018229995476477,-2.8357315756891017,-2.410061205426536,-3.0215997819163354,-2.463536428724325,-3.02628554209854
moirai_2_0,gjr_t,14,528,0.05,-1.7755369886716341,-2.400281553267444,-1.9771843656127537,-2.5959525121197937,-1.959745833253558,-2.60746061570828
moirai_2_0,gjr_t,14,545,0.01,-3.0859215393566677,-3.8257760217973216,-2.899914272657869,-3.5095751515696736,-3.028836212877162,-3.512267677915081
moirai_2_0,gjr_t,14,545,0.025,-2.456843595007444,-3.1641730331291194,-2.3502465598624256,-2.954525876815339,-2.456039357534941,-3.0293122308921974
moirai_2_0,gjr_t,14,545,0.05,-1.9811840821051019,-2.6782881101574323,-1.9216359782303316,-2.5337075865227114,-1.9530246759215437,-2.6051938403110735
moirai_2_0,gjr_t,14,562,0.01,-2.923630443389985,-3.6245753834849217,-2.939562683416039,-3.5641752721007403,-3.099298915539224,-3.5789619923801745
moirai_2_0,gjr_t,14,562,0.025,-2.3276362141433125,-2.9977666281620627,-2.3752196902540694,-2.995138116668171,-2.517015666332457,-3.095562453993409
moirai_2_0,gjr_t,14,562,0.05,-1.8769920176290833,-2.5374347841190126,-1.9346725118727617,-2.5632124426581244,-1.99804245192291,-2.6647216001264495
moirai_2_0,gjr_t,14,578,0.01,-3.1468857361342732,-3.9013564794483995,-2.911652671147669,-3.5163225226700043,-3.0560216960011206,-3.524150582423863
moirai_2_0,gjr_t,14,578,0.025,-2.505379986638794,-3.226683134235025,-2.36442183327473,-2.965168943138062,-2.4894876139635023,-3.0529013264311335
moirai_2_0,gjr_t,14,578,0.05,-2.0203235400251156,-2.7311992685560993,-1.9368584081527418,-2.5464366528788265,-1.9855031035559765,-2.63368148936997
moirai_2_0,gjr_t,14,595,0.01,-2.9303272780480065,-3.6328777946544366,-2.957513008853549,-3.551466054671835,-3.0731159224819176,-3.5355184451207893
moirai_2_0,gjr_t,14,595,0.025,-2.3329678711950383,-3.004633278322149,-2.4138115089921977,-3.0081440418553065,-2.5041188436259345,-3.067207856817999
moirai_2_0,gjr_t,14,595,0.05,-1.8812914342071627,-2.5432470033901513,-1.9864304367515375,-2.5927600907347284,-1.992742051460528,-2.6463213966188075
moirai_2_0,gjr_t,14,612,0.01,-3.253169234476006,-4.0331216116083395,-3.1462340621263096,-3.784258288168631,-3.0719239270553924,-3.5903750531132204
moirai_2_0,gjr_t,14,612,0.025,-2.5899971516657136,-3.335661724594663,-2.563232381924733,-3.2009489279271763,-2.5038013834299586,-3.086473199715543
moirai_2_0,gjr_t,14,612,0.05,-2.0885583193024213,-2.8234432955944353,-2.1053928506411306,-2.755432668912516,-2.0277329294927515,-2.6642196226047448
moirai_2_0,gjr_t,14,629,0.01,-2.908668878716313,-3.606026760440852,-3.03467445961954,-3.6743071829932177,-2.899387597473357,-3.3956527600036086
moirai_2_0,gjr_t,14,629,0.025,-2.315724626673897,-2.9824256744566364,-2.4506781910894153,-3.089676374722772,-2.337535844463626,-2.9078086150274998
moirai_2_0,gjr_t,14,629,0.05,-1.8673865842449788,-2.52444956065698,-1.9922552529420825,-2.643350973033095,-1.8574903026081335,-2.490995094981351
moirai_2_0,gjr_t,14,645,0.01,-2.4913269687694104,-3.088626479324561,-2.6153063591016243,-3.1593663877895213,-2.6186811895049122,-3.087011454949304
moirai_2_0,gjr_t,14,645,0.025,-1.983459601363183,-2.5545009847952493,-2.1096519320093363,-2.659294717797102,-2.090228343112489,-2.627167783352223
moirai_2_0,gjr_t,14,645,0.05,-1.5994500413883133,-2.162236244140123,-1.7089576869685181,-2.273750806080635,-1.6396219836506845,-2.2350637684066035
moirai_2_0,gjr_t,14,662,0.01,-2.744221582410979,-3.402152969409371,-2.996515675313242,-3.5823834344076038,-2.749954808099302,-3.2643430944097807
moirai_2_0,gjr_t,14,662,0.025,-2.184800595880723,-2.813808393134309,-2.453845652495881,-3.044460779750733,-2.2234501034039824,-2.7758195623533117
moirai_2_0,gjr_t,14,662,0.05,-1.7618102234625623,-2.381724856601824,-2.0245929865474235,-2.6305121514771983,-1.7994885187447427,-2.382441860412654
moirai_2_0,gjr_t,14,679,0.01,-2.417802320248766,-2.9974741821148276,-2.6189972719863803,-3.1976801725557995,-2.3594831279966773,-2.8533037112659803
