layer,asset,stratum,n,hit_rate,uc_p_mc,uc_pass,fz0_mean
timesfm_2_5:e3,csi300,Q4,545,0.060550458715596334,0.2793720627937206,True,1.8784305479845522
timesfm_2_5:e3,dax,Q1,666,0.07657657657657657,0.004399560043995601,False,0.7294746110441404
timesfm_2_5:e3,dax,Q2,666,0.05405405405405406,0.6519348065193481,True,0.6617241849701337
timesfm_2_5:e3,dax,Q3,666,0.052552552552552555,0.7908209179082092,True,0.9482474993615501
timesfm_2_5:e3,dax,Q4,667,0.06446776611694154,0.1085891410858914,True,1.4769985870385938
timesfm_2_5:e3,dgs10,Q1,656,0.03201219512195122,0.026297370262973702,False,2.08587793979013
timesfm_2_5:e3,dgs10,Q2,656,0.042682926829268296,0.43175682431756823,True,2.2778345060776775
timesfm_2_5:e3,dgs10,Q3,656,0.04725609756097561,0.791020897910209,True,2.41895291452151
timesfm_2_5:e3,dgs10,Q4,657,0.0395738203957382,0.21107889211078892,True,2.7083652726753344
timesfm_2_5:e3,dgs2,Q1,656,0.03201219512195122,0.026297370262973702,False,1.5445400745743543
timesfm_2_5:e3,dgs2,Q2,656,0.04878048780487805,0.9277072292770723,True,
timesfm_2_5:e3,dgs2,Q3,656,0.04878048780487805,0.9277072292770723,True,
timesfm_2_5:e3,dgs2,Q4,657,0.0395738203957382,0.21107889211078892,True,2.9627111530998427
timesfm_2_5:e3,dgs30,Q1,656,0.04725609756097561,0.791020897910209,True,
timesfm_2_5:e3,dgs30,Q2,656,0.04420731707317073,0.5408459154084592,True,
timesfm_2_5:e3,dgs30,Q3,656,0.042682926829268296,0.43175682431756823,True,
timesfm_2_5:e3,dgs30,Q4,657,0.0578386605783866,0.36866313368663134,True,
timesfm_2_5:e3,dgs5,Q1,656,0.038109756097560975,0.1581841815818418,True,1.9756838014134375
timesfm_2_5:e3,dgs5,Q2,656,0.04725609756097561,0.791020897910209,True,2.2912980572633903
timesfm_2_5:e3,dgs5,Q3,656,0.04573170731707317,0.6572342765723428,True,2.471667407874204
timesfm_2_5:e3,dgs5,Q4,657,0.0395738203957382,0.21107889211078892,True,2.8875213068570296
timesfm_2_5:e3,eth,Q1,540,0.053703703703703705,0.7734226577342266,True,1.8820877379237648
timesfm_2_5:e3,eth,Q2,539,0.0686456400742115,0.059694030596940305,True,2.2408214372015114
timesfm_2_5:e3,eth,Q3,540,0.04814814814814815,0.8484151584841516,True,2.1529172015555207
timesfm_2_5:e3,eth,Q4,540,0.06111111111111111,0.2782721727827217,True,2.538515094782054
timesfm_2_5:e3,ftse,Q1,663,0.04675716440422323,0.7256274372562743,True,0.3456945658747815
timesfm_2_5:e3,ftse,Q2,663,0.06033182503770739,0.24317568243175683,True,0.5944316866245892
timesfm_2_5:e3,ftse,Q3,663,0.05279034690799397,0.7943205679432057,True,0.7033580949265559
timesfm_2_5:e3,ftse,Q4,663,0.0693815987933635,0.030096990300969902,False,1.2271884404125544
timesfm_2_5:e3,gbpusd,Q1,684,0.054093567251461985,0.6532346765323468,True,0.10046371744486715
timesfm_2_5:e3,gbpusd,Q2,683,0.03953147877013177,0.22617738226177383,True,0.03380891646506178
timesfm_2_5:e3,gbpusd,Q3,683,0.055636896046852125,0.5433456654334566,True,0.20892403421358674
timesfm_2_5:e3,gbpusd,Q4,684,0.059941520467836254,0.25207479252074794,True,0.5939659703472394
timesfm_2_5:e3,gold,Q1,660,0.04696969696969697,0.7254274572542746,True,0.5370525260942522
timesfm_2_5:e3,gold,Q2,659,0.04704097116843703,0.7898210178982101,True,0.7975412003595381
timesfm_2_5:e3,gold,Q3,660,0.06363636363636363,0.126987301269873,True,0.9235070794744643
timesfm_2_5:e3,gold,Q4,660,0.07121212121212121,0.021397860213978603,False,1.2439670525267126
timesfm_2_5:e3,hsi,Q1,645,0.05426356589147287,0.6532346765323468,True,0.8248895533253081
timesfm_2_5:e3,hsi,Q2,645,0.03875968992248062,0.17688231176882313,True,0.88830262566601
timesfm_2_5:e3,hsi,Q3,645,0.04961240310077519,1.0,True,1.1027398113010476
timesfm_2_5:e3,hsi,Q4,645,0.07751937984496124,0.0034996500349965005,False,1.6052222963189402
timesfm_2_5:e3,jnj,Q1,660,0.045454545454545456,0.5998400159984002,True,0.6559370148324141
timesfm_2_5:e3,jnj,Q2,659,0.051593323216995446,0.8551144885511449,True,0.9226564273544504
timesfm_2_5:e3,jnj,Q3,660,0.04242424242424243,0.37936206379362064,True,1.0326110215833517
timesfm_2_5:e3,jnj,Q4,660,0.0803030303030303,0.0010998900109989002,False,1.2429436455448815
timesfm_2_5:e3,jpm,Q1,660,0.05,1.0,True,1.0784407871375046
timesfm_2_5:e3,jpm,Q2,659,0.03945371775417299,0.21737826217378262,True,1.1111582861498541
timesfm_2_5:e3,jpm,Q3,660,0.07272727272727272,0.013398660133986601,False,1.3476672233634697
timesfm_2_5:e3,jpm,Q4,660,0.05909090909090909,0.3321667833216678,True,1.4719859154903356
timesfm_2_5:e3,ltc,Q1,827,0.0471584038694075,0.7506249375062494,True,2.072800186410075
timesfm_2_5:e3,ltc,Q2,827,0.049576783555018135,1.0,True,2.2898648185637485
timesfm_2_5:e3,ltc,Q3,827,0.05562273276904474,0.46755324467553244,True,2.483315128444257
timesfm_2_5:e3,ltc,Q4,827,0.07013301088270858,0.0136986301369863,False,2.7668919422801936
timesfm_2_5:e3,msft,Q1,660,0.051515151515151514,0.9301069893010699,True,1.0497016127383136
timesfm_2_5:e3,msft,Q2,659,0.06828528072837632,0.0491950804919508,False,1.161831068593082
timesfm_2_5:e3,msft,Q3,660,0.05303030303030303,0.7902209779022098,True,1.4036006488651218
timesfm_2_5:e3,msft,Q4,660,0.08484848484848485,0.00019998000199980003,False,1.654229149465943
timesfm_2_5:e3,natgas,Q1,660,0.03636363636363636,0.10978902109789021,True,1.4803291406561354
timesfm_2_5:e3,natgas,Q2,660,0.05606060606060606,0.5364463553644635,True,2.0282537344958773
timesfm_2_5:e3,natgas,Q3,660,0.04393939393939394,0.48325167483251674,True,2.20080698950406
timesfm_2_5:e3,natgas,Q4,661,0.08018154311649017,0.0010998900109989002,False,2.822752174718629
timesfm_2_5:e3,ndx,Q1,660,0.04696969696969697,0.7254274572542746,True,0.8272810519868882
timesfm_2_5:e3,ndx,Q2,659,0.06069802731411229,0.24997500249975002,True,0.9685050305391681
timesfm_2_5:e3,ndx,Q3,660,0.06818181818181818,0.05019498050194981,True,1.196311015374368
timesfm_2_5:e3,ndx,Q4,660,0.0893939393939394,0.00019998000199980003,False,1.6350606767875913
timesfm_2_5:e3,nikkei,Q1,642,0.0529595015576324,0.7877212278772123,True,0.7597908284610515
timesfm_2_5:e3,nikkei,Q2,641,0.0452418096723869,0.5882411758824118,True,0.8324087558948563
timesfm_2_5:e3,nikkei,Q3,641,0.06708268330733229,0.07039296070392961,True,1.1417946586501484
timesfm_2_5:e3,nikkei,Q4,642,0.07476635514018691,0.007899210078992101,False,1.611029676101269
timesfm_2_5:e3,nvda,Q1,660,0.05454545454545454,0.6586341365863414,True,1.6202599808287976
timesfm_2_5:e3,nvda,Q2,659,0.0409711684370258,0.2933706629337066,True,1.6868332716983754
timesfm_2_5:e3,nvda,Q3,660,0.07727272727272727,0.0026997300269973002,False,1.9715479766151272
timesfm_2_5:e3,nvda,Q4,660,0.08333333333333333,0.00019998000199980003,False,2.215660722826897
timesfm_2_5:e3,rut,Q1,660,0.05,1.0,True,0.8327953790717814
timesfm_2_5:e3,rut,Q2,659,0.051593323216995446,0.8551144885511449,True,1.009065824819864
timesfm_2_5:e3,rut,Q3,660,0.06212121212121212,0.1785821417858214,True,1.1972562998523781
timesfm_2_5:e3,rut,Q4,660,0.06212121212121212,0.1785821417858214,True,1.4591539168448986
timesfm_2_5:e3,spx,Q1,660,0.048484848484848485,0.8639136086391361,True,0.6011379922505843
timesfm_2_5:e3,spx,Q2,659,0.05007587253414264,1.0,True,0.5754787849368889
timesfm_2_5:e3,spx,Q3,660,0.06060606060606061,0.24697530246975302,True,0.8689236017703965
timesfm_2_5:e3,spx,Q4,660,0.0803030303030303,0.0010998900109989002,False,1.3992046389834183
timesfm_2_5:e3,usdcad,Q1,684,0.05263157894736842,0.783021697830217,True,-0.3874560542968841
timesfm_2_5:e3,usdcad,Q2,683,0.04538799414348463,0.6065393460653935,True,-0.07183968275687262
timesfm_2_5:e3,usdcad,Q3,683,0.05124450951683748,0.9316068393160684,True,-0.05534793457888303
timesfm_2_5:e3,usdcad,Q4,684,0.07309941520467836,0.010998900109989001,False,0.30944042188143184
timesfm_2_5:e3,usdchf,Q1,683,0.06588579795021962,0.08149185081491851,True,-0.10361351600751958
timesfm_2_5:e3,usdchf,Q2,683,0.055636896046852125,0.5433456654334566,True,0.07028060358055342
timesfm_2_5:e3,usdchf,Q3,683,0.0629575402635432,0.1381861813818618,True,0.09196265362982639
timesfm_2_5:e3,usdchf,Q4,684,0.06578947368421052,0.0771922807719228,True,0.3803323839262147
timesfm_2_5:e3,wmt,Q1,660,0.05303030303030303,0.7902209779022098,True,0.8616347474695786
timesfm_2_5:e3,wmt,Q2,659,0.0637329286798179,0.1311868813118688,True,0.9861824414626149
timesfm_2_5:e3,wmt,Q3,660,0.07727272727272727,0.0026997300269973002,False,1.2610595818885673
timesfm_2_5:e3,wmt,Q4,660,0.06666666666666667,0.07589241075892411,True,1.3360383971798857
timesfm_2_5:e3,xom,Q1,660,0.05303030303030303,0.7902209779022098,True,0.8691117125023213
timesfm_2_5:e3,xom,Q2,659,0.057663125948406675,0.4253574642535746,True,1.1309421598721825
timesfm_2_5:e3,xom,Q3,660,0.05909090909090909,0.3321667833216678,True,1.483192624392727
timesfm_2_5:e3,xom,Q4,660,0.06212121212121212,0.1785821417858214,True,1.7206671370398454
timesfm_2_5:e3,xrp,Q1,540,0.04814814814814815,0.8484151584841516,True,1.8824764082226924
timesfm_2_5:e3,xrp,Q2,539,0.05009276437847866,1.0,True,2.2379748556632606
timesfm_2_5:e3,xrp,Q3,540,0.04814814814814815,0.8484151584841516,True,2.2095546364362044
timesfm_2_5:e3,xrp,Q4,540,0.09074074074074075,0.00029997000299970003,False,2.8255569738343196
moirai_2_0:e3,aapl,Q1,660,0.05,1.0,True,1.0170928792953473
moirai_2_0:e3,aapl,Q2,659,0.03945371775417299,0.21737826217378262,True,1.2063646634985967
moirai_2_0:e3,aapl,Q3,660,0.04393939393939394,0.48325167483251674,True,1.2940801730191753
moirai_2_0:e3,aapl,Q4,660,0.07424242424242425,0.009099090090990901,False,1.786360839901191
moirai_2_0:e3,amzn,Q1,660,0.04090909090909091,0.2903709629037096,True,1.1934731200258173
moirai_2_0:e3,amzn,Q2,659,0.05007587253414264,1.0,True,1.41310276404542
moirai_2_0:e3,amzn,Q3,660,0.06060606060606061,0.24697530246975302,True,1.587442990938279
moirai_2_0:e3,amzn,Q4,660,0.06363636363636363,0.126987301269873,True,1.781459483796505
moirai_2_0:e3,audusd,Q1,684,0.039473684210526314,0.2186781321867813,True,0.07860348374826474
moirai_2_0:e3,audusd,Q2,683,0.04538799414348463,0.6065393460653935,True,0.4326000070066001
moirai_2_0:e3,audusd,Q3,683,0.055636896046852125,0.5433456654334566,True,0.27916461834267803
moirai_2_0:e3,audusd,Q4,684,0.059941520467836254,0.25207479252074794,True,0.4629688650285486
moirai_2_0:e3,brent,Q1,660,0.04242424242424243,0.37936206379362064,True,1.388465415563209
moirai_2_0:e3,brent,Q2,660,0.03636363636363636,0.10978902109789021,True,1.531523745366578
moirai_2_0:e3,brent,Q3,660,0.05303030303030303,0.7902209779022098,True,1.754430566081924
moirai_2_0:e3,brent,Q4,661,0.06656580937972768,0.07729227077292271,True,2.243366552496758
moirai_2_0:e3,btc,Q1,827,0.044740024183796856,0.5203479652034797,True,1.7718157407545907
moirai_2_0:e3,btc,Q2,827,0.04836759371221282,0.875012498750125,True,1.8831120129892764
moirai_2_0:e3,btc,Q3,827,0.049576783555018135,1.0,True,2.179880758658649
moirai_2_0:e3,btc,Q4,827,0.05804111245465538,0.33826617338266174,True,2.341581186410112
moirai_2_0:e3,copper,Q1,660,0.02878787878787879,0.0072992700729927005,False,0.9728320122220775
moirai_2_0:e3,copper,Q2,660,0.04393939393939394,0.48325167483251674,True,1.0923430551417381
moirai_2_0:e3,copper,Q3,660,0.05303030303030303,0.7902209779022098,True,1.2217500565551676
moirai_2_0:e3,copper,Q4,660,0.0696969696969697,0.0327967203279672,False,1.5860089151533634
moirai_2_0:e3,csi300,Q1,545,0.031192660550458717,0.0387961203879612,False,0.9213147408910572
moirai_2_0:e3,csi300,Q2,545,0.04036697247706422,0.32926707329267074,True,1.0615983574826084
moirai_2_0:e3,csi300,Q3,545,0.05688073394495413,0.4928507149285071,True,1.276143984256212
moirai_2_0:e3,csi300,Q4,545,0.06972477064220184,0.04659534046595341,False,1.6549146489981212
moirai_2_0:e3,dax,Q1,666,0.057057057057057055,0.42195780421957807,True,0.7185026227597651
moirai_2_0:e3,dax,Q2,666,0.042042042042042045,0.37106289371062895,True,0.6827494906964645
moirai_2_0:e3,dax,Q3,666,0.052552552552552555,0.7908209179082092,True,0.9674671724630385
moirai_2_0:e3,dax,Q4,667,0.05997001499250375,0.2876712328767123,True,1.4439023174769754
moirai_2_0:e3,dgs10,Q1,656,0.028963414634146343,0.0100989901009899,False,2.100659415475014
moirai_2_0:e3,dgs10,Q2,656,0.041158536585365856,0.3314668533146685,True,2.2819340947859916
moirai_2_0:e3,dgs10,Q3,656,0.051829268292682924,0.8611138886111389,True,2.401624204099126
moirai_2_0:e3,dgs10,Q4,657,0.045662100456621,0.6582341765823417,True,2.7287752807895442
moirai_2_0:e3,dgs2,Q1,656,0.025914634146341462,0.0017998200179982,False,1.6158056688613465
moirai_2_0:e3,dgs2,Q2,656,0.056402439024390245,0.48205179482051796,True,
moirai_2_0:e3,dgs2,Q3,656,0.042682926829268296,0.43175682431756823,True,
moirai_2_0:e3,dgs2,Q4,657,0.0441400304414003,0.5303469653034697,True,2.927608214033587
moirai_2_0:e3,dgs30,Q1,656,0.04725609756097561,0.791020897910209,True,
moirai_2_0:e3,dgs30,Q2,656,0.04420731707317073,0.5408459154084592,True,
moirai_2_0:e3,dgs30,Q3,656,0.04573170731707317,0.6572342765723428,True,
moirai_2_0:e3,dgs30,Q4,657,0.0639269406392694,0.12758724127587243,True,
moirai_2_0:e3,dgs5,Q1,656,0.039634146341463415,0.21707829217078292,True,1.9717426894513508
moirai_2_0:e3,dgs5,Q2,656,0.04573170731707317,0.6572342765723428,True,2.30048130568485
moirai_2_0:e3,dgs5,Q3,656,0.039634146341463415,0.21707829217078292,True,2.4589038922284856
moirai_2_0:e3,dgs5,Q4,657,0.0426179604261796,0.42145785421457854,True,2.9086448085139964
moirai_2_0:e3,eth,Q1,540,0.05,1.0,True,1.9544090895585162
moirai_2_0:e3,eth,Q2,539,0.06679035250463822,0.09219078092190781,True,2.2389183844103875
moirai_2_0:e3,eth,Q3,540,0.053703703703703705,0.7734226577342266,True,2.1722563842901685
moirai_2_0:e3,eth,Q4,540,0.05555555555555555,0.6286371362863714,True,2.511480512686504
moirai_2_0:e3,ftse,Q1,663,0.03619909502262444,0.08919108089191082,True,0.3815484871785823
moirai_2_0:e3,ftse,Q2,663,0.05580693815987934,0.5281471852814719,True,0.6001068359709548
moirai_2_0:e3,ftse,Q3,663,0.04675716440422323,0.7256274372562743,True,0.7129294680780834
moirai_2_0:e3,ftse,Q4,663,0.06485671191553545,0.10438956104389562,True,1.1655254841762244
moirai_2_0:e3,gbpusd,Q1,684,0.04824561403508772,0.8585141485851415,True,0.08566492052636673
moirai_2_0:e3,gbpusd,Q2,683,0.03367496339677892,0.046995300469953004,False,0.06669202029472145
moirai_2_0:e3,gbpusd,Q3,683,0.05124450951683748,0.9316068393160684,True,0.2175559639809449
moirai_2_0:e3,gbpusd,Q4,684,0.05555555555555555,0.5331466853314668,True,0.6040508645327968
moirai_2_0:e3,gold,Q1,660,0.04242424242424243,0.37936206379362064,True,0.5364591128013999
moirai_2_0:e3,gold,Q2,659,0.03945371775417299,0.21737826217378262,True,0.805080307426599
moirai_2_0:e3,gold,Q3,660,0.0696969696969697,0.0327967203279672,False,0.9183030310658161
moirai_2_0:e3,gold,Q4,660,0.0696969696969697,0.0327967203279672,False,1.2183899581384305
moirai_2_0:e3,hsi,Q1,645,0.040310077519379844,0.27757224277572246,True,0.8356712045042396
moirai_2_0:e3,hsi,Q2,645,0.03565891472868217,0.0867913208679132,True,0.8907081089189066
moirai_2_0:e3,hsi,Q3,645,0.04806201550387597,0.8541145885411459,True,1.096539313565623
moirai_2_0:e3,hsi,Q4,645,0.06976744186046512,0.027097290270972903,False,1.544937034177208
moirai_2_0:e3,jnj,Q1,660,0.03484848484848485,0.063993600639936,True,0.6802116430677965
moirai_2_0:e3,jnj,Q2,659,0.051593323216995446,0.8551144885511449,True,0.897137792808292
moirai_2_0:e3,jnj,Q3,660,0.04242424242424243,0.37936206379362064,True,1.009780880841802
moirai_2_0:e3,jnj,Q4,660,0.06666666666666667,0.07589241075892411,True,1.224995972482381
moirai_2_0:e3,jpm,Q1,660,0.04393939393939394,0.48325167483251674,True,1.0794479100915286
moirai_2_0:e3,jpm,Q2,659,0.03186646433990895,0.026997300269973004,False,1.1324513201505846
moirai_2_0:e3,jpm,Q3,660,0.05909090909090909,0.3321667833216678,True,1.3067794963666663
moirai_2_0:e3,jpm,Q4,660,0.048484848484848485,0.8639136086391361,True,1.506355988206515
moirai_2_0:e3,ltc,Q1,827,0.0471584038694075,0.7506249375062494,True,2.1140284310943214
moirai_2_0:e3,ltc,Q2,827,0.041112454655380895,0.23077692230776922,True,2.3131250271962758
moirai_2_0:e3,ltc,Q3,827,0.0592503022974607,0.2622737726227377,True,2.4858169919948683
moirai_2_0:e3,ltc,Q4,827,0.06166868198307134,0.1491850814918508,True,2.7624165136214214
moirai_2_0:e3,msft,Q1,660,0.04393939393939394,0.48325167483251674,True,1.042085204345827
moirai_2_0:e3,msft,Q2,659,0.057663125948406675,0.4253574642535746,True,1.1531756499160442
moirai_2_0:e3,msft,Q3,660,0.048484848484848485,0.8639136086391361,True,1.406926136466868
moirai_2_0:e3,msft,Q4,660,0.0696969696969697,0.0327967203279672,False,1.6184197189589584
moirai_2_0:e3,natgas,Q1,660,0.024242424242424242,0.000999900009999,False,1.5213936601251645
moirai_2_0:e3,natgas,Q2,660,0.03939393939393939,0.21457854214578542,True,2.032440224524529
moirai_2_0:e3,natgas,Q3,660,0.04090909090909091,0.2903709629037096,True,2.177835703026914
moirai_2_0:e3,natgas,Q4,661,0.07413010590015129,0.008799120087991202,False,2.792101322122459
moirai_2_0:e3,ndx,Q1,660,0.03636363636363636,0.10978902109789021,True,0.8078753994143602
moirai_2_0:e3,ndx,Q2,659,0.03338391502276176,0.0420957904209579,False,0.951652481002297
moirai_2_0:e3,ndx,Q3,660,0.06363636363636363,0.126987301269873,True,1.198195986933785
moirai_2_0:e3,ndx,Q4,660,0.07727272727272727,0.0026997300269973002,False,1.56115221967232
moirai_2_0:e3,nikkei,Q1,642,0.04361370716510903,0.47325267473252675,True,0.7921895294973172
moirai_2_0:e3,nikkei,Q2,641,0.0405616224648986,0.28157184281571845,True,0.8338146382400953
moirai_2_0:e3,nikkei,Q3,641,0.06396255850234009,0.12398760123987601,True,1.1518880537066905
moirai_2_0:e3,nikkei,Q4,642,0.06386292834890965,0.1212878712128787,True,1.5258314739565615
moirai_2_0:e3,nvda,Q1,660,0.05,1.0,True,1.675374687727996
moirai_2_0:e3,nvda,Q2,659,0.036418816388467376,0.11078892110788921,True,1.688210014677703
moirai_2_0:e3,nvda,Q3,660,0.06212121212121212,0.1785821417858214,True,1.9435091655639711
moirai_2_0:e3,nvda,Q4,660,0.07272727272727272,0.013398660133986601,False,2.1974163547886567
moirai_2_0:e3,rut,Q1,660,0.04090909090909091,0.2903709629037096,True,0.831723308169593
moirai_2_0:e3,rut,Q2,659,0.04400606980273141,0.48175182481751827,True,1.0174452302993318
moirai_2_0:e3,rut,Q3,660,0.05454545454545454,0.6586341365863414,True,1.188798149155419
moirai_2_0:e3,rut,Q4,660,0.06060606060606061,0.24697530246975302,True,1.4709128618558087
moirai_2_0:e3,spx,Q1,660,0.03636363636363636,0.10978902109789021,True,0.5876417632876418
moirai_2_0:e3,spx,Q2,659,0.021244309559939303,0.00029997000299970003,False,0.5977533878285937
moirai_2_0:e3,spx,Q3,660,0.05757575757575758,0.42555744425557446,True,0.8932095589517187
moirai_2_0:e3,spx,Q4,660,0.06363636363636363,0.126987301269873,True,1.3173022235208964
moirai_2_0:e3,usdcad,Q1,684,0.033625730994152045,0.0410958904109589,False,-0.37262402999119615
moirai_2_0:e3,usdcad,Q2,683,0.03074670571010249,0.0150984901509849,False,-0.07235055467700577
moirai_2_0:e3,usdcad,Q3,683,0.0424597364568082,0.3872612738726127,True,-0.03570413528907249
moirai_2_0:e3,usdcad,Q4,684,0.06725146198830409,0.0504949505049495,True,0.3570929307250394
moirai_2_0:e3,usdchf,Q1,683,0.0527086383601757,0.792020797920208,True,-0.1147985291688269
moirai_2_0:e3,usdchf,Q2,683,0.04978038067349927,1.0,True,0.056592331571438274
moirai_2_0:e3,usdchf,Q3,683,0.05417276720351391,0.662933706629337,True,0.07429926611431133
moirai_2_0:e3,usdchf,Q4,684,0.05847953216374269,0.33266673332666735,True,0.3572286690482235
moirai_2_0:e3,wmt,Q1,660,0.04242424242424243,0.37936206379362064,True,0.8670207823352393
moirai_2_0:e3,wmt,Q2,659,0.05918057663125948,0.3324667533246675,True,0.9915890492708463
moirai_2_0:e3,wmt,Q3,660,0.07424242424242425,0.009099090090990901,False,1.230900555186249
moirai_2_0:e3,wmt,Q4,660,0.06060606060606061,0.24697530246975302,True,1.2728964416933044
moirai_2_0:e3,xom,Q1,660,0.04242424242424243,0.37936206379362064,True,0.8550756532173265
moirai_2_0:e3,xom,Q2,659,0.04552352048558422,0.6561343865613438,True,1.1425169134533426
moirai_2_0:e3,xom,Q3,660,0.05606060606060606,0.5364463553644635,True,1.4411718331933026
moirai_2_0:e3,xom,Q4,660,0.05454545454545454,0.6586341365863414,True,1.6837547890373763
moirai_2_0:e3,xrp,Q1,540,0.037037037037037035,0.17168283171682833,True,1.9178999082847075
moirai_2_0:e3,xrp,Q2,539,0.05009276437847866,1.0,True,2.233979064158432
moirai_2_0:e3,xrp,Q3,540,0.044444444444444446,0.5654434556544345,True,2.197755122716858
moirai_2_0:e3,xrp,Q4,540,0.07962962962962963,0.0032996700329967,False,2.8360811679482714
lag_llama:e3,aapl,Q1,660,0.06212121212121212,0.1785821417858214,True,1.0362858663554022
lag_llama:e3,aapl,Q2,659,0.06828528072837632,0.0491950804919508,False,1.3030027989147392
lag_llama:e3,aapl,Q3,660,0.0803030303030303,0.0010998900109989002,False,1.4651887426043482
lag_llama:e3,aapl,Q4,660,0.12424242424242424,9.999000099990002e-05,False,2.481184221779608
lag_llama:e3,amzn,Q1,660,0.051515151515151514,0.9301069893010699,True,1.2657767764920103
lag_llama:e3,amzn,Q2,659,0.08801213960546282,9.999000099990002e-05,False,1.5167474467598627
lag_llama:e3,amzn,Q3,660,0.09242424242424242,9.999000099990002e-05,False,1.7889947992592734
lag_llama:e3,amzn,Q4,660,0.10757575757575757,9.999000099990002e-05,False,2.094468668224623
lag_llama:e3,audusd,Q1,684,0.07309941520467836,0.010998900109989001,False,0.13440471743088642
lag_llama:e3,audusd,Q2,683,0.0849194729136164,9.999000099990002e-05,False,0.6321736231453965
lag_llama:e3,audusd,Q3,683,0.09956076134699854,9.999000099990002e-05,False,0.46461271541940946
lag_llama:e3,audusd,Q4,684,0.12719298245614036,9.999000099990002e-05,False,0.8007398339992088
lag_llama:e3,brent,Q1,660,0.05606060606060606,0.5364463553644635,True,1.473971673921709
lag_llama:e3,brent,Q2,660,0.05757575757575758,0.42555744425557446,True,1.55629257184918
lag_llama:e3,brent,Q3,660,0.10454545454545454,9.999000099990002e-05,False,2.0483643266564195
lag_llama:e3,brent,Q4,661,0.14674735249621784,9.999000099990002e-05,False,2.695081959352544
lag_llama:e3,btc,Q1,827,0.0592503022974607,0.2622737726227377,True,1.8543962696519525
lag_llama:e3,btc,Q2,827,0.07134220072551391,0.008799120087991202,False,1.9996167606539805
lag_llama:e3,btc,Q3,827,0.07980652962515115,0.0004999500049995,False,2.311847272849983
lag_llama:e3,btc,Q4,827,0.11124546553808948,9.999000099990002e-05,False,2.7778602111668174
lag_llama:e3,copper,Q1,660,0.05303030303030303,0.7902209779022098,True,1.004231164498891
lag_llama:e3,copper,Q2,660,0.08333333333333333,0.00019998000199980003,False,1.169944273460363
lag_llama:e3,copper,Q3,660,0.09090909090909091,0.00019998000199980003,False,1.3586150431459427
lag_llama:e3,copper,Q4,660,0.11212121212121212,9.999000099990002e-05,False,1.9645086786801909
lag_llama:e3,csi300,Q1,545,0.045871559633027525,0.6958304169583042,True,0.8903074868952067
lag_llama:e3,csi300,Q2,545,0.07155963302752294,0.030896910308969103,False,1.0875002093584252
lag_llama:e3,csi300,Q3,545,0.10642201834862386,9.999000099990002e-05,False,1.4791945493790022
lag_llama:e3,csi300,Q4,545,0.12660550458715597,9.999000099990002e-05,False,2.046307265104751
lag_llama:e3,dax,Q1,666,0.07807807807807808,0.0024997500249975004,False,0.9643963151877981
lag_llama:e3,dax,Q2,666,0.06756756756756757,0.0494950504949505,False,0.7543002164223576
lag_llama:e3,dax,Q3,666,0.08108108108108109,0.0008999100089991,False,1.1147160289704017
lag_llama:e3,dax,Q4,667,0.12593703148425786,9.999000099990002e-05,False,2.0548707113667772
lag_llama:e3,dgs10,Q1,656,0.06402439024390244,0.12938706129387062,True,2.1440687577039506
lag_llama:e3,dgs10,Q2,656,0.08841463414634146,9.999000099990002e-05,False,2.4149579661557072
lag_llama:e3,dgs10,Q3,656,0.09146341463414634,9.999000099990002e-05,False,2.5698948034832543
lag_llama:e3,dgs10,Q4,657,0.1293759512937595,9.999000099990002e-05,False,3.247461131729449
lag_llama:e3,dgs2,Q1,656,0.028963414634146343,0.0100989901009899,False,1.7917907611347381
lag_llama:e3,dgs2,Q2,656,0.11280487804878049,9.999000099990002e-05,False,
lag_llama:e3,dgs2,Q3,656,0.07926829268292683,0.0013998600139986002,False,
lag_llama:e3,dgs2,Q4,657,0.1156773211567732,9.999000099990002e-05,False,3.2821388705679606
lag_llama:e3,dgs30,Q1,656,0.08384146341463415,0.00019998000199980003,False,
lag_llama:e3,dgs30,Q2,656,0.08536585365853659,9.999000099990002e-05,False,
lag_llama:e3,dgs30,Q3,656,0.10213414634146341,9.999000099990002e-05,False,
lag_llama:e3,dgs30,Q4,657,0.136986301369863,9.999000099990002e-05,False,
lag_llama:e3,dgs5,Q1,656,0.05945121951219512,0.2886711328867113,True,2.059758602997663
lag_llama:e3,dgs5,Q2,656,0.08689024390243902,9.999000099990002e-05,False,2.476479371688295
lag_llama:e3,dgs5,Q3,656,0.09146341463414634,9.999000099990002e-05,False,2.6531149524989712
lag_llama:e3,dgs5,Q4,657,0.1141552511415525,9.999000099990002e-05,False,3.391800293711724
lag_llama:e3,eth,Q1,540,0.05555555555555555,0.6286371362863714,True,2.065456550048117
lag_llama:e3,eth,Q2,539,0.09647495361781076,0.00019998000199980003,False,2.517175245114283
lag_llama:e3,eth,Q3,540,0.10185185185185185,9.999000099990002e-05,False,2.3700452607483116
lag_llama:e3,eth,Q4,540,0.0962962962962963,0.00019998000199980003,False,2.6568193421235677
lag_llama:e3,ftse,Q1,663,0.05279034690799397,0.7943205679432057,True,0.41357472512062254
lag_llama:e3,ftse,Q2,663,0.08295625942684766,0.0006999300069993001,False,0.8678041856608264
lag_llama:e3,ftse,Q3,663,0.07239819004524888,0.0156984301569843,False,0.8011035809257817
